source,config,coding_system,concept,n_ref,n_pred,precision,recall,F1,jaccard,exact_set,taxonomy,convention_native_vs_OMOP
Sentinel,DeepSeek-R1-LTM,ICD,outcome,62,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,CPT,outcome,3,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-ACT,CPT,outcome,3,0,,0.0,,0.0,0,vi_omission,0
Sentinel,DeepSeek-R1-LTM,CPT,outcome,3,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,CPT,outcome,13,2,1.0,0.15384615384615385,0.2666666666666667,0.15384615384615385,0,correct,0
Sentinel,GPT-4o-ACT,CPT,outcome,13,2,1.0,0.15384615384615385,0.2666666666666667,0.15384615384615385,0,correct,0
Sentinel,DeepSeek-R1-LTM,CPT,outcome,13,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,ICD,outcome,1,1,1.0,1.0,1.0,1.0,1,correct,0
Sentinel,GPT-4o-ACT,ICD,outcome,1,0,,0.0,,0.0,0,vi_omission,0
Sentinel,DeepSeek-R1-LTM,ICD,outcome,1,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,ICD,outcome,4,1,0.0,0.0,0.0,0.0,0,ii_hallucination,0
Sentinel,GPT-4o-ACT,ICD,outcome,4,0,,0.0,,0.0,0,vi_omission,0
Sentinel,DeepSeek-R1-LTM,ICD,outcome,4,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,CPT,outcome,1,1,0.0,0.0,0.0,0.0,0,vii_other_same_system,0
Sentinel,GPT-4o-ACT,CPT,outcome,1,0,,0.0,,0.0,0,vi_omission,0
Sentinel,DeepSeek-R1-LTM,CPT,outcome,1,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,ICD,outcome,12,2,1.0,0.16666666666666666,0.2857142857142857,0.16666666666666666,0,correct,0
Sentinel,GPT-4o-ACT,ICD,outcome,12,2,1.0,0.16666666666666666,0.2857142857142857,0.16666666666666666,0,correct,0
Sentinel,DeepSeek-R1-LTM,ICD,outcome,12,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,ICD,outcome,12,2,1.0,0.16666666666666666,0.2857142857142857,0.16666666666666666,0,correct,0
Sentinel,GPT-4o-ACT,ICD,outcome,12,2,1.0,0.16666666666666666,0.2857142857142857,0.16666666666666666,0,correct,0
Sentinel,DeepSeek-R1-LTM,ICD,outcome,12,3,1.0,0.25,0.4,0.25,0,correct,0
Sentinel,GPT-4o-LTM,CPT,outcome,1,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-ACT,CPT,outcome,1,0,,0.0,,0.0,0,vi_omission,0
Sentinel,DeepSeek-R1-LTM,CPT,outcome,1,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,ICD,outcome,1,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-ACT,ICD,outcome,1,0,,0.0,,0.0,0,vi_omission,0
Sentinel,DeepSeek-R1-LTM,ICD,outcome,1,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,ICD,outcome,6,1,0.0,0.0,0.0,0.0,0,vii_other_same_system,0
Sentinel,GPT-4o-ACT,ICD,outcome,6,0,,0.0,,0.0,0,vi_omission,0
Sentinel,DeepSeek-R1-LTM,ICD,outcome,6,1,0.0,0.0,0.0,0.0,0,vii_other_same_system,0
Sentinel,GPT-4o-LTM,ICD,outcome,12,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-ACT,ICD,outcome,12,1,0.0,0.0,0.0,0.0,0,ii_hallucination,0
Sentinel,DeepSeek-R1-LTM,ICD,outcome,12,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,ICD,outcome,14,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-ACT,ICD,outcome,14,0,,0.0,,0.0,0,vi_omission,0
Sentinel,DeepSeek-R1-LTM,ICD,outcome,14,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,ICD,outcome,558,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-ACT,ICD,outcome,558,0,,0.0,,0.0,0,vi_omission,0
Sentinel,DeepSeek-R1-LTM,ICD,outcome,558,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,ICD,outcome,294,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-ACT,ICD,outcome,294,0,,0.0,,0.0,0,vi_omission,0
Sentinel,DeepSeek-R1-LTM,ICD,outcome,294,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,ICD,outcome,90,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-ACT,ICD,outcome,90,0,,0.0,,0.0,0,vi_omission,0
Sentinel,DeepSeek-R1-LTM,ICD,outcome,90,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,ICD,outcome,436,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-ACT,ICD,outcome,436,0,,0.0,,0.0,0,vi_omission,0
Sentinel,DeepSeek-R1-LTM,ICD,outcome,436,2,0.0,0.0,0.0,0.0,0,vii_other_same_system,0
Sentinel,GPT-4o-LTM,ICD,outcome,10,3,0.6666666666666666,0.2,0.30769230769230765,0.18181818181818182,0,correct,0
Sentinel,GPT-4o-ACT,ICD,outcome,10,6,0.6666666666666666,0.4,0.5,0.3333333333333333,0,correct,0
Sentinel,DeepSeek-R1-LTM,ICD,outcome,10,9,0.5555555555555556,0.5,0.5263157894736842,0.35714285714285715,0,correct,0
Sentinel,GPT-4o-LTM,HCPCS,exposure,14,6,0.5,0.21428571428571427,0.3,0.17647058823529413,0,correct,0
Sentinel,GPT-4o-ACT,HCPCS,exposure,14,3,0.6666666666666666,0.14285714285714285,0.23529411764705882,0.13333333333333333,0,correct,0
Sentinel,DeepSeek-R1-LTM,HCPCS,exposure,14,5,0.2,0.07142857142857142,0.10526315789473682,0.05555555555555555,0,correct,0
Sentinel,GPT-4o-LTM,HCPCS,exposure,4,1,1.0,0.25,0.4,0.25,0,correct,0
Sentinel,GPT-4o-ACT,HCPCS,exposure,4,0,,0.0,,0.0,0,vi_omission,0
Sentinel,DeepSeek-R1-LTM,HCPCS,exposure,4,3,0.6666666666666666,0.5,0.5714285714285715,0.4,0,correct,0
Sentinel,GPT-4o-LTM,ICD,exposure,1,1,1.0,1.0,1.0,1.0,1,correct,0
Sentinel,GPT-4o-ACT,ICD,exposure,1,1,0.0,0.0,0.0,0.0,0,vii_other_same_system,0
Sentinel,DeepSeek-R1-LTM,ICD,exposure,1,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,ICD,exposure,1,1,1.0,1.0,1.0,1.0,1,correct,0
Sentinel,GPT-4o-ACT,ICD,exposure,1,1,0.0,0.0,0.0,0.0,0,vii_other_same_system,0
Sentinel,DeepSeek-R1-LTM,ICD,exposure,1,1,0.0,0.0,0.0,0.0,0,i_broad,0
Sentinel,GPT-4o-LTM,ICD,exposure,5,1,0.0,0.0,0.0,0.0,0,ii_hallucination,0
Sentinel,GPT-4o-ACT,ICD,exposure,5,5,1.0,1.0,1.0,1.0,1,correct,0
Sentinel,DeepSeek-R1-LTM,ICD,exposure,5,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,ICD,exposure,4,1,0.0,0.0,0.0,0.0,0,vii_other_same_system,0
Sentinel,GPT-4o-ACT,ICD,exposure,4,4,1.0,1.0,1.0,1.0,1,correct,0
Sentinel,DeepSeek-R1-LTM,ICD,exposure,4,1,0.0,0.0,0.0,0.0,0,i_broad,0
Sentinel,GPT-4o-LTM,ICD,outcome,17,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-ACT,ICD,outcome,17,0,,0.0,,0.0,0,vi_omission,0
Sentinel,DeepSeek-R1-LTM,ICD,outcome,17,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,ICD,outcome,275,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-ACT,ICD,outcome,275,0,,0.0,,0.0,0,vi_omission,0
Sentinel,DeepSeek-R1-LTM,ICD,outcome,275,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,CPT,outcome,12,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-ACT,CPT,outcome,12,0,,0.0,,0.0,0,vi_omission,0
Sentinel,DeepSeek-R1-LTM,CPT,outcome,12,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,ICD,outcome,459,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-ACT,ICD,outcome,459,0,,0.0,,0.0,0,vi_omission,0
Sentinel,DeepSeek-R1-LTM,ICD,outcome,459,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,ICD,outcome,32,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-ACT,ICD,outcome,32,0,,0.0,,0.0,0,vi_omission,0
Sentinel,DeepSeek-R1-LTM,ICD,outcome,32,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,ICD,outcome,40,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-ACT,ICD,outcome,40,0,,0.0,,0.0,0,vi_omission,0
Sentinel,DeepSeek-R1-LTM,ICD,outcome,40,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,CPT,exposure,8,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-ACT,CPT,exposure,8,0,,0.0,,0.0,0,vi_omission,0
Sentinel,DeepSeek-R1-LTM,CPT,exposure,8,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,CPT,exposure,4,1,1.0,0.25,0.4,0.25,0,correct,0
Sentinel,GPT-4o-ACT,CPT,exposure,4,3,0.3333333333333333,0.25,0.28571428571428575,0.16666666666666666,0,correct,0
Sentinel,DeepSeek-R1-LTM,CPT,exposure,4,2,0.5,0.25,0.3333333333333333,0.2,0,correct,0
Sentinel,GPT-4o-LTM,CPT,exposure,12,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-ACT,CPT,exposure,12,0,,0.0,,0.0,0,vi_omission,0
Sentinel,DeepSeek-R1-LTM,CPT,exposure,12,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,ICD,outcome,17,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-ACT,ICD,outcome,17,0,,0.0,,0.0,0,vi_omission,0
Sentinel,DeepSeek-R1-LTM,ICD,outcome,17,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,ICD,outcome,275,2,0.0,0.0,0.0,0.0,0,i_broad,0
Sentinel,GPT-4o-ACT,ICD,outcome,275,0,,0.0,,0.0,0,vi_omission,0
Sentinel,DeepSeek-R1-LTM,ICD,outcome,275,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,CPT,outcome,12,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-ACT,CPT,outcome,12,0,,0.0,,0.0,0,vi_omission,0
Sentinel,DeepSeek-R1-LTM,CPT,outcome,12,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,ICD,outcome,349,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-ACT,ICD,outcome,349,0,,0.0,,0.0,0,vi_omission,0
Sentinel,DeepSeek-R1-LTM,ICD,outcome,349,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,ICD,outcome,55,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-ACT,ICD,outcome,55,0,,0.0,,0.0,0,vi_omission,0
Sentinel,DeepSeek-R1-LTM,ICD,outcome,55,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-LTM,ICD,outcome,64,0,,0.0,,0.0,0,vi_omission,0
Sentinel,GPT-4o-ACT,ICD,outcome,64,0,,0.0,,0.0,0,vi_omission,0
Sentinel,DeepSeek-R1-LTM,ICD,outcome,64,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-LTM,ATC,exposure,8,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-ACT,ATC,exposure,8,2,1.0,0.25,0.4,0.25,0,correct,0
HMA-EMA,DeepSeek-R1-LTM,ATC,exposure,8,4,0.5,0.25,0.3333333333333333,0.2,0,correct,0
HMA-EMA,GPT-4o-LTM,ATC,exposure,5,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-ACT,ATC,exposure,5,2,1.0,0.4,0.5714285714285715,0.4,0,correct,0
HMA-EMA,DeepSeek-R1-LTM,ATC,exposure,5,3,1.0,0.6,0.7499999999999999,0.6,0,correct,0
HMA-EMA,GPT-4o-LTM,ATC,exposure,4,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-ACT,ATC,exposure,4,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,DeepSeek-R1-LTM,ATC,exposure,4,1,1.0,0.25,0.4,0.25,0,correct,0
HMA-EMA,GPT-4o-LTM,ICD,outcome,1,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-ACT,ICD,outcome,1,1,1.0,1.0,1.0,1.0,1,correct,0
HMA-EMA,DeepSeek-R1-LTM,ICD,outcome,1,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-LTM,ICD,outcome,6,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-ACT,ICD,outcome,6,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,DeepSeek-R1-LTM,ICD,outcome,6,1,0.0,0.0,0.0,0.0,0,vii_other_same_system,0
HMA-EMA,GPT-4o-LTM,CPT,outcome,13,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-ACT,CPT,outcome,13,1,1.0,0.07692307692307693,0.14285714285714288,0.07692307692307693,0,correct,0
HMA-EMA,DeepSeek-R1-LTM,CPT,outcome,13,13,1.0,1.0,1.0,1.0,1,correct,0
HMA-EMA,GPT-4o-LTM,CPT,outcome,29,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-ACT,CPT,outcome,29,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,DeepSeek-R1-LTM,CPT,outcome,29,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-LTM,HCPCS,outcome,5,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-ACT,HCPCS,outcome,5,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,DeepSeek-R1-LTM,HCPCS,outcome,5,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-LTM,HCPCS,outcome,18,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-ACT,HCPCS,outcome,18,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,DeepSeek-R1-LTM,HCPCS,outcome,18,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-LTM,HCPCS,outcome,6,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-ACT,HCPCS,outcome,6,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,DeepSeek-R1-LTM,HCPCS,outcome,6,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-LTM,CPT,outcome,97,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-ACT,CPT,outcome,97,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,DeepSeek-R1-LTM,CPT,outcome,97,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-LTM,ICD,outcome,19,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-ACT,ICD,outcome,19,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,DeepSeek-R1-LTM,ICD,outcome,19,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-LTM,SMG,outcome,45,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-ACT,SMG,outcome,45,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,DeepSeek-R1-LTM,SMG,outcome,45,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-LTM,ICD,outcome,23,1,1.0,0.043478260869565216,0.08333333333333333,0.043478260869565216,0,correct,0
HMA-EMA,GPT-4o-ACT,ICD,outcome,23,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,DeepSeek-R1-LTM,ICD,outcome,23,2,0.5,0.043478260869565216,0.08,0.041666666666666664,0,correct,0
HMA-EMA,GPT-4o-LTM,READ,outcome,8,2,0.0,0.0,0.0,0.0,0,v_wrong_system,0
HMA-EMA,GPT-4o-ACT,READ,outcome,8,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,DeepSeek-R1-LTM,READ,outcome,8,5,0.0,0.0,0.0,0.0,0,iv_clinical_admin,0
HMA-EMA,GPT-4o-LTM,ICD,exposure,3,3,1.0,1.0,1.0,1.0,1,correct,0
HMA-EMA,GPT-4o-ACT,ICD,exposure,3,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,DeepSeek-R1-LTM,ICD,exposure,3,6,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.125,0,correct,0
HMA-EMA,GPT-4o-LTM,ICD,outcome,7,5,0.6,0.42857142857142855,0.5,0.3333333333333333,0,correct,0
HMA-EMA,GPT-4o-ACT,ICD,outcome,7,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,DeepSeek-R1-LTM,ICD,outcome,7,2,1.0,0.2857142857142857,0.4444444444444445,0.2857142857142857,0,correct,0
HMA-EMA,GPT-4o-LTM,ATC,exposure,3,1,0.0,0.0,0.0,0.0,0,vii_other_same_system,0
HMA-EMA,GPT-4o-ACT,ATC,exposure,3,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,DeepSeek-R1-LTM,ATC,exposure,3,3,0.0,0.0,0.0,0.0,0,vii_other_same_system,0
HMA-EMA,GPT-4o-LTM,ICD,outcome,2,1,1.0,0.5,0.6666666666666666,0.5,0,correct,0
HMA-EMA,GPT-4o-ACT,ICD,outcome,2,1,1.0,0.5,0.6666666666666666,0.5,0,correct,0
HMA-EMA,DeepSeek-R1-LTM,ICD,outcome,2,2,1.0,1.0,1.0,1.0,1,correct,0
HMA-EMA,GPT-4o-LTM,ICD,outcome,6,5,1.0,0.8333333333333334,0.9090909090909091,0.8333333333333334,0,correct,0
HMA-EMA,GPT-4o-ACT,ICD,outcome,6,6,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.7142857142857143,0,correct,0
HMA-EMA,DeepSeek-R1-LTM,ICD,outcome,6,6,1.0,1.0,1.0,1.0,1,correct,0
HMA-EMA,GPT-4o-LTM,ICD,outcome,1,1,1.0,1.0,1.0,1.0,1,correct,0
HMA-EMA,GPT-4o-ACT,ICD,outcome,1,1,1.0,1.0,1.0,1.0,1,correct,0
HMA-EMA,DeepSeek-R1-LTM,ICD,outcome,1,1,1.0,1.0,1.0,1.0,1,correct,0
HMA-EMA,GPT-4o-LTM,ICD,outcome,2,1,1.0,0.5,0.6666666666666666,0.5,0,correct,0
HMA-EMA,GPT-4o-ACT,ICD,outcome,2,1,1.0,0.5,0.6666666666666666,0.5,0,correct,0
HMA-EMA,DeepSeek-R1-LTM,ICD,outcome,2,1,1.0,0.5,0.6666666666666666,0.5,0,correct,0
HMA-EMA,GPT-4o-LTM,ICD,outcome,11,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-ACT,ICD,outcome,11,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,DeepSeek-R1-LTM,ICD,outcome,11,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-LTM,ICD,outcome,16,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-ACT,ICD,outcome,16,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,DeepSeek-R1-LTM,ICD,outcome,16,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-LTM,ICD,outcome,9,1,0.0,0.0,0.0,0.0,0,vii_other_same_system,0
HMA-EMA,GPT-4o-ACT,ICD,outcome,9,2,0.0,0.0,0.0,0.0,0,vii_other_same_system,0
HMA-EMA,DeepSeek-R1-LTM,ICD,outcome,9,1,0.0,0.0,0.0,0.0,0,vii_other_same_system,0
HMA-EMA,GPT-4o-LTM,ICD,outcome,5,4,1.0,0.8,0.888888888888889,0.8,0,correct,0
HMA-EMA,GPT-4o-ACT,ICD,outcome,5,4,1.0,0.8,0.888888888888889,0.8,0,correct,0
HMA-EMA,DeepSeek-R1-LTM,ICD,outcome,5,6,0.8333333333333334,1.0,0.9090909090909091,0.8333333333333334,0,correct,0
HMA-EMA,GPT-4o-LTM,ICD,outcome,5,4,0.5,0.4,0.4444444444444445,0.2857142857142857,0,correct,0
HMA-EMA,GPT-4o-ACT,ICD,outcome,5,5,0.6,0.6,0.6,0.42857142857142855,0,correct,0
HMA-EMA,DeepSeek-R1-LTM,ICD,outcome,5,4,0.75,0.6,0.6666666666666665,0.5,0,correct,0
HMA-EMA,GPT-4o-LTM,ICD,outcome,3,1,1.0,0.3333333333333333,0.5,0.3333333333333333,0,correct,0
HMA-EMA,GPT-4o-ACT,ICD,outcome,3,2,0.5,0.3333333333333333,0.4,0.25,0,correct,0
HMA-EMA,DeepSeek-R1-LTM,ICD,outcome,3,3,0.0,0.0,0.0,0.0,0,vii_other_same_system,0
HMA-EMA,GPT-4o-LTM,ICD,outcome,12,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-ACT,ICD,outcome,12,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,DeepSeek-R1-LTM,ICD,outcome,12,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-LTM,ICD,outcome,2,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-ACT,ICD,outcome,2,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,DeepSeek-R1-LTM,ICD,outcome,2,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-LTM,ICD,outcome,30,1,1.0,0.03333333333333333,0.06451612903225806,0.03333333333333333,0,correct,0
HMA-EMA,GPT-4o-ACT,ICD,outcome,30,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,DeepSeek-R1-LTM,ICD,outcome,30,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-LTM,ICD,outcome,18,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-ACT,ICD,outcome,18,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,DeepSeek-R1-LTM,ICD,outcome,18,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-LTM,ICD,outcome,388,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-ACT,ICD,outcome,388,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,DeepSeek-R1-LTM,ICD,outcome,388,0,,0.0,,0.0,0,vi_omission,0
HMA-EMA,GPT-4o-LTM,ICD,outcome,2,1,1.0,0.5,0.6666666666666666,0.5,0,correct,0
HMA-EMA,GPT-4o-ACT,ICD,outcome,2,1,1.0,0.5,0.6666666666666666,0.5,0,correct,0
HMA-EMA,DeepSeek-R1-LTM,ICD,outcome,2,1,1.0,0.5,0.6666666666666666,0.5,0,correct,0
HMA-EMA,GPT-4o-LTM,ICD,outcome,2,2,1.0,1.0,1.0,1.0,1,correct,0
HMA-EMA,GPT-4o-ACT,ICD,outcome,2,2,1.0,1.0,1.0,1.0,1,correct,0
HMA-EMA,DeepSeek-R1-LTM,ICD,outcome,2,2,1.0,1.0,1.0,1.0,1,correct,0
