source,config,llm,prompt,model_class,protocol,question,human_logic
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR1,4,4.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR1,5,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR1,6,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR1,7,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR1,8,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR1,9,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR2,1,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR2,2,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR2,3,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR2,4,4.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR2,5,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR2,6,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR2,7,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR2,8,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR2,9,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR3,1,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR3,2,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR3,3,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR3,4,4.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR3,5,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR3,6,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR3,7,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR3,8,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR3,9,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR4,1,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR4,2,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR4,3,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR4,4,4.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR4,5,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR4,6,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR4,7,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR4,8,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR4,9,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR5,1,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR5,2,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR5,3,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR5,4,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR5,5,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR5,6,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR5,7,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR5,8,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR5,9,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR6,1,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR6,2,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR6,3,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR6,4,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR6,5,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR6,6,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR6,7,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR6,8,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR6,9,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR7,1,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR7,2,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR7,3,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR7,4,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR7,5,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR7,6,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR7,7,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR7,8,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR7,9,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR8,1,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR8,2,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR8,3,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR8,4,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR8,5,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR8,6,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR8,7,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR8,8,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR8,9,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR9,1,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR9,2,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR9,3,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR9,4,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR9,5,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR9,6,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR9,7,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR9,8,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR9,9,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR10,1,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR10,2,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR10,3,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR10,4,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR10,5,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR10,6,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR10,7,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR10,8,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR10,9,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR11,1,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR11,2,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR11,3,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR11,4,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR11,5,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR11,6,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR11,7,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR11,8,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR11,9,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR12,1,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR12,2,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR12,3,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR12,4,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR12,5,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR12,6,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR12,7,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR12,8,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR12,9,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR13,1,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR13,2,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR13,3,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR13,4,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR13,5,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR13,6,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR13,7,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR13,8,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR13,9,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR14,1,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR14,2,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR14,3,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR14,4,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR14,5,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR14,6,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR14,7,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR14,8,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR14,9,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR15,1,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR15,2,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR15,3,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR15,4,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR15,5,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR15,6,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR15,7,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR15,8,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR15,9,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR16,1,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR16,2,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR16,3,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR16,4,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR16,5,5.0
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR16,6,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR16,7,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR16,8,
DARWIN,DeepSeek-R1-LTM,DeepSeek-R1,LTM,Non-Biomedical,DAR16,9,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR1,1,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR1,2,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR1,3,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR1,4,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR1,5,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR1,6,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR1,7,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR1,8,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR1,9,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR2,1,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR2,2,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR2,3,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR2,4,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR2,5,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR2,6,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR2,7,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR2,8,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR2,9,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR3,1,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR3,2,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR3,3,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR3,4,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR3,5,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR3,6,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR3,7,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR3,8,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR3,9,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR4,1,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR4,2,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR4,3,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR4,4,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR4,5,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR4,6,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR4,7,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR4,8,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR4,9,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR5,1,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR5,2,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR5,3,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR5,4,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR5,5,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR5,6,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR5,7,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR5,8,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR5,9,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR6,1,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR6,2,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR6,3,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR6,4,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR6,5,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR6,6,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR6,7,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR6,8,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR6,9,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR7,1,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR7,2,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR7,3,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR7,4,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR7,5,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR7,6,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR7,7,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR7,8,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR7,9,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR8,1,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR8,2,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR8,3,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR8,4,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR8,5,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR8,6,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR8,7,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR8,8,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR8,9,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR9,1,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR9,2,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR9,3,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR9,4,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR9,5,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR9,6,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR9,7,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR9,8,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR9,9,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR10,1,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR10,2,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR10,3,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR10,4,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR10,5,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR10,6,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR10,7,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR10,8,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR10,9,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR11,1,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR11,2,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR11,3,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR11,4,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR11,5,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR11,6,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR11,7,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR11,8,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR11,9,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR12,1,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR12,2,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR12,3,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR12,4,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR12,5,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR12,6,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR12,7,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR12,8,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR12,9,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR13,1,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR13,2,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR13,3,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR13,4,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR13,5,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR13,6,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR13,7,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR13,8,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR13,9,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR14,1,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR14,2,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR14,3,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR14,4,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR14,5,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR14,6,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR14,7,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR14,8,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR14,9,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR15,1,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR15,2,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR15,3,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR15,4,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR15,5,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR15,6,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR15,7,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR15,8,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR15,9,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR16,1,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR16,2,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR16,3,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR16,4,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR16,5,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR16,6,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR16,7,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR16,8,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR16,9,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR1,1,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR1,2,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR1,3,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR1,4,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR1,5,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR1,6,
DARWIN,BioLlama-LTM,BioLlama,LTM,Biomedical,DAR1,7,
