source,config,llm,prompt,model_class,protocol,question,reasoning_concordance
DARWIN,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,DAR15,2,Disagree
DARWIN,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,DAR15,3,Agree
DARWIN,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,DAR15,4,Agree
DARWIN,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,DAR15,5,Agree
DARWIN,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,DAR15,6,Disagree
DARWIN,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,DAR15,7,Disagree
DARWIN,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,DAR15,8,Agree
DARWIN,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,DAR15,9,Disagree
DARWIN,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,DAR16,1,Agree
DARWIN,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,DAR16,2,Disagree
DARWIN,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,DAR16,3,Agree
DARWIN,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,DAR16,4,Agree
DARWIN,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,DAR16,5,
DARWIN,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,DAR16,6,Disagree
DARWIN,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,DAR16,7,Disagree
DARWIN,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,DAR16,8,Disagree
DARWIN,GPT-4o-ACT,GPT-4o,ACT,Non-Biomedical,DAR16,9,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR1,1,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR1,2,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR1,3,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR1,4,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR1,5,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR1,6,
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR1,7,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR1,8,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR1,9,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR2,1,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR2,2,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR2,3,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR2,4,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR2,5,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR2,6,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR2,7,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR2,8,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR2,9,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR3,1,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR3,2,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR3,3,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR3,4,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR3,5,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR3,6,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR3,7,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR3,8,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR3,9,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR4,1,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR4,2,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR4,3,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR4,4,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR4,5,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR4,6,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR4,7,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR4,8,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR4,9,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR5,1,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR5,2,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR5,3,Partly agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR5,4,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR5,5,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR5,6,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR5,7,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR5,8,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR5,9,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR6,1,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR6,2,Partly agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR6,3,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR6,4,Partly agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR6,5,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR6,6,Partly agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR6,7,Partly agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR6,8,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR6,9,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR7,1,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR7,2,Partly agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR7,3,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR7,4,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR7,5,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR7,6,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR7,7,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR7,8,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR7,9,Partly agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR8,1,Partly agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR8,2,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR8,3,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR8,4,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR8,5,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR8,6,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR8,7,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR8,8,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR8,9,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR9,1,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR9,2,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR9,3,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR9,4,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR9,5,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR9,6,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR9,7,Partly agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR9,8,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR9,9,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR10,1,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR10,2,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR10,3,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR10,4,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR10,5,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR10,6,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR10,7,Partly agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR10,8,Partly agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR10,9,Partly agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR11,1,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR11,2,Partly agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR11,3,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR11,4,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR11,5,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR11,6,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR11,7,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR11,8,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR11,9,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR12,1,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR12,2,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR12,3,Partly agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR12,4,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR12,5,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR12,6,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR12,7,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR12,8,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR12,9,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR13,1,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR13,2,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR13,3,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR13,4,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR13,5,Partly agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR13,6,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR13,7,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR13,8,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR13,9,Partly agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR14,1,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR14,2,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR14,3,Partly agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR14,4,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR14,5,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR14,6,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR14,7,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR14,8,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR14,9,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR15,1,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR15,2,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR15,3,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR15,4,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR15,5,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR15,6,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR15,7,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR15,8,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR15,9,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR16,1,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR16,2,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR16,3,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR16,4,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR16,5,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR16,6,Disagree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR16,7,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR16,8,Agree
DARWIN,GPT-4o-LTM,GPT-4o,LTM,Non-Biomedical,DAR16,9,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR1,1,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR1,2,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR1,3,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR1,4,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR1,5,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR1,6,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR1,7,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR1,8,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR1,9,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR2,1,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR2,2,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR2,3,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR2,4,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR2,5,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR2,6,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR2,7,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR2,8,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR2,9,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR3,1,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR3,2,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR3,3,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR3,4,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR3,5,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR3,6,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR3,7,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR3,8,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR3,9,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR4,1,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR4,2,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR4,3,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR4,4,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR4,5,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR4,6,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR4,7,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR4,8,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR4,9,Partly agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR5,1,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR5,2,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR5,3,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR5,4,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR5,5,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR5,6,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR5,7,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR5,8,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR5,9,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR6,1,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR6,2,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR6,3,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR6,4,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR6,5,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR6,6,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR6,7,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR6,8,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR6,9,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR7,1,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR7,2,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR7,3,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR7,4,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR7,5,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR7,6,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR7,7,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR7,8,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR7,9,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR8,1,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR8,2,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR8,3,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR8,4,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR8,5,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR8,6,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR8,7,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR8,8,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR8,9,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR9,1,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR9,2,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR9,3,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR9,4,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR9,5,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR9,6,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR9,7,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR9,8,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR9,9,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR10,1,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR10,2,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR10,3,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR10,4,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR10,5,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR10,6,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR10,7,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR10,8,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR10,9,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR11,1,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR11,2,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR11,3,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR11,4,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR11,5,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR11,6,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR11,7,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR11,8,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR11,9,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR12,1,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR12,2,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR12,3,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR12,4,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR12,5,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR12,6,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR12,7,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR12,8,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR12,9,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR13,1,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR13,2,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR13,3,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR13,4,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR13,5,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR13,6,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR13,7,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR13,8,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR13,9,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR14,1,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR14,2,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR14,3,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR14,4,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR14,5,
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR14,6,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR14,7,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR14,8,Agree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR14,9,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR15,1,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR15,2,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR15,3,Disagree
DARWIN,Qwen2-med-LTM,Qwen2-med,LTM,Biomedical,DAR15,4,Disagree
